Student ID,Student Name,Program,Enrollment Date,Course Completion Rate,Average Test Score,Test_score,Alumni Donation,Semester,Faculty Rating,Alumni Engagement Score
1ef20bdd-f2f9-482e-8e10-a345bfc23650,Crystal Graves,Mathematics,2020-02-26,0.74,50.15,93.14,False,Summer,1.3,2.8
46f60ac6-6d05-4392-b397-af1530463a27,Penny Mclaughlin,Business Administration,2022-05-08,0.78,57.27,74.65,False,Fall,4.1,6.3
d8c914b4-25dc-46ef-b8f8-167d82ec49ef,David Jackson,Literature,2021-05-13,0.96,82.58,54.63,True,Fall,2.1,1.6
5735e23a-0ddf-41fa-8315-2c690c1f72cf,Nicholas Mcgee,Art,2021-05-24,0.78,65.61,55.15,True,Fall,1.1,1.4
82f6ca8b-5876-4199-ae2d-7974a96cc941,Karen Williams,Business Administration,2020-05-02,0.62,67.74,51.41,False,Fall,4.6,4.7
f3e4ec14-9d2a-4c70-84e2-7ef166d77934,Stephen Whitehead,Business Administration,2021-08-25,0.7,66.08,55.96,True,Spring,4.4,5.6
bc86e547-1bf3-4f31-935a-a98d0e095b53,Paula Clark,Physics,2021-07-10,0.7,81.26,86.39,True,Spring,1.4,5.7
b50f4b69-c665-4520-b842-6d7d3ebf0482,Shannon Bartlett,Engineering,2020-07-17,0.53,64.61,69.83,False,Fall,5.0,9.6
6f181fe9-883c-4e88-a3f0-126f0aeaf190,John Booth,Art,2022-08-13,0.5,80.46,50.44,True,Spring,2.8,1.8
444f754a-d1b0-481c-99f3-ddf0791d9b3a,Kevin Harper,Engineering,2020-02-19,0.92,89.07,89.89,False,Spring,1.9,10.0
d6a15928-f827-4714-8f45-ed3beeaf7abd,Samantha Owens,Physics,2023-02-13,0.62,62.5,57.18,True,Fall,4.8,2.3
3841b8fa-6385-4cd6-98e1-367c24cd0a0f,Ryan Jimenez,Computer Science,2023-03-11,0.73,90.39,53.88,False,Spring,3.5,1.1
2546613c-a9ee-4e16-8409-1e608477fd08,Alicia Jenkins,Literature,2021-09-27,0.63,77.13,73.8,True,Summer,4.3,6.8
faabb1d3-71e5-4b59-b708-79655804f003,Elizabeth Cardenas,Literature,2023-07-26,0.68,72.3,99.73,False,Spring,3.2,9.7
2b5d13ac-5178-4fa8-bb0b-2312c2b69572,Kyle Riley,Engineering,2023-05-03,0.74,62.55,67.63,False,Summer,1.4,3.6
17173838-6c35-4fcf-97d0-89d685849864,Michael Mcclain,Mathematics,2019-08-19,0.81,52.0,92.44,True,Spring,2.6,9.4
fb7f6bb0-c0eb-42f8-922e-43a46aa3fd8e,Laura Jenkins MD,Computer Science,2023-06-18,0.83,65.0,69.36,False,Spring,1.1,7.0
9394eb9b-1a3d-4591-9a9e-f324a2b80fad,Jennifer Miranda,Computer Science,2019-07-08,0.83,59.63,84.79,True,Fall,1.9,6.8
967c616c-7153-4da1-889f-b51be134cd5e,Jerry Reese,Physics,2020-11-05,0.88,61.45,91.79,True,Spring,2.3,3.7
c61d52c6-347e-4afd-b5e2-024eb296ab40,Emily Rich,Computer Science,2022-11-08,0.52,86.28,95.59,True,Summer,1.3,4.9
ae53c0ee-a135-4a99-8529-12118eff1ae5,Rachel Blair,Business Administration,2019-11-17,0.97,81.85,69.16,True,Fall,2.3,9.7
a32d6dfc-e25a-431e-92da-9a20bc90fb9a,Mary Bell,Business Administration,2022-03-17,0.63,62.89,86.12,False,Fall,3.9,2.5
99db8acf-2c0f-44af-a6b3-0fe87ba4fb8f,David Mckay,Physics,2021-12-28,0.81,50.7,83.47,True,Spring,3.9,6.8
7141c6ef-86fe-4a37-b13e-9776847f3701,Steven Garcia,Business Administration,2021-12-31,0.65,57.85,73.84,False,Spring,1.2,8.4
252b523f-1514-48ef-a962-6539c163ed1b,Gregory Brown,Literature,2023-08-30,0.77,63.4,62.64,True,Summer,3.9,1.7
4f5a4e62-bf9a-452d-9b2c-eebb2b38bf5a,George Butler,Literature,2020-09-16,0.69,58.43,89.31,True,Spring,4.8,8.9
423b184e-b890-42e6-b4fb-16702f50cc8b,Ryan Hicks,Physics,2023-11-08,0.8,70.42,51.39,True,Fall,4.0,8.8
b9a81333-1f82-4021-9256-c246146c8e4b,Steven Sullivan,Computer Science,2021-08-30,0.58,86.15,97.89,False,Summer,4.8,6.5
2c302bfd-bfc1-47c6-9a5c-80c6f3acfcee,Gary Fowler,Art,2019-12-07,0.58,62.62,55.83,False,Summer,4.5,8.7
0d471167-6eb9-4231-9cba-d485e791433d,William Hernandez,Computer Science,2019-12-19,0.93,75.01,53.91,False,Summer,1.6,1.6
b7067809-e61f-4c1e-a834-36fe12e4ee4f,Andrea Soto,Computer Science,2023-12-03,0.67,52.46,90.73,False,Spring,4.7,4.4
407efffe-12c4-4990-bccf-efb0286bbe2d,Kelly Knight,Physics,2020-12-07,0.7,91.64,61.76,False,Summer,4.8,5.4
6e6773a5-a718-40fb-90e3-e9a43d419248,Barbara Aguilar,Mathematics,2024-03-30,0.77,65.67,95.69,True,Summer,3.9,3.5
c56dfd75-80b5-42fa-802f-55e05ed77674,John Jones,Mathematics,2021-08-02,0.66,83.94,94.24,False,Spring,1.7,2.3
1c0cb8ae-3e6e-4e39-8e28-977092b45d01,Alice Nguyen,Business Administration,2024-04-25,0.75,60.79,63.07,False,Summer,3.6,2.4
a0d9d3a6-bdc2-4fca-bb7f-4d398c91ea57,Jessica Johnson,Business Administration,2020-03-13,0.91,53.53,86.03,False,Fall,1.3,6.3
a34ee2be-1d60-420a-ac60-7d6b574d84a0,Tammy Collins,Engineering,2022-08-02,0.63,85.14,64.21,True,Spring,1.3,1.9
ae3c3a18-4da0-4d23-ac4a-d93bbe55dc9c,Colin Norris,Mathematics,2020-09-06,0.59,56.81,82.88,False,Fall,1.2,4.3
786a0d86-bd00-4870-a953-3eaa7188e707,Richard Morris,Mathematics,2021-05-18,0.57,54.8,63.73,True,Fall,3.6,5.7
8da02c5f-5a93-4176-9cc5-c3260059fa3e,Monica Gould,Business Administration,2022-12-11,0.94,87.93,69.47,False,Fall,3.4,7.3
4fb67f74-6e1f-43c5-a0a8-2571535db23e,Ruth Adkins,Computer Science,2022-01-16,0.75,62.77,72.33,True,Summer,1.5,2.0
47c61126-25e2-4bf0-a64b-7ef61472997d,Ashley Larson,Business Administration,2019-11-07,0.97,83.93,59.53,False,Summer,2.2,9.1
81b5f87b-2245-40bd-8274-6e551913af82,Stephen Patterson,Mathematics,2022-12-06,0.62,59.08,79.73,True,Summer,2.6,4.1
845880c0-4f93-4881-bacb-4b692f233de7,Melissa Velez,Art,2019-06-18,0.66,73.6,96.04,True,Summer,4.9,2.0
f7c2f407-522d-45e0-b659-a69e1dc9e8d6,Natasha Webb,Mathematics,2023-05-07,0.76,69.18,50.18,True,Spring,3.7,9.2
1dd4f546-df50-4192-86ea-b5004e1eeb11,David Collier,Mathematics,2022-12-15,0.62,55.77,95.35,False,Spring,4.4,7.1
5415a063-7b55-45ba-896e-4bef3fd010c6,Lorraine Dixon,Business Administration,2022-10-24,0.53,62.85,76.24,True,Summer,3.6,8.4
2e46962b-90b0-4ad6-9b0d-9e53dfa8e8f4,Richard Pierce,Physics,2022-05-26,0.78,88.28,92.39,True,Spring,1.2,8.4
258217b2-b76e-4186-86a8-0729e9b6a20f,Christina Walker,Engineering,2019-08-18,0.94,90.69,63.06,True,Fall,4.4,2.2
8fb552e9-fbb0-471c-9a36-e9480a1683bd,Nicholas Ray,Computer Science,2022-07-23,0.83,75.48,72.58,False,Summer,1.8,2.2
035f1450-196a-457a-a455-9b6c0948bbd6,Jeff Bridges,Physics,2022-02-08,1.0,55.27,71.32,False,Summer,1.1,1.5
a5a7f260-a622-4651-8e31-fd8279b5857e,James Rodriguez,Mathematics,2021-01-10,0.96,98.26,76.03,False,Spring,4.6,1.0
cc8da49f-a1d6-4acb-84e5-9a49856f5d0a,Brian Reynolds,Business Administration,2021-11-24,0.77,83.91,53.16,True,Spring,1.6,2.6
e48ec3be-55e4-4df9-b3ca-fc6c38a7b165,Sharon Rios,Art,2021-04-14,0.76,92.93,91.98,True,Spring,4.6,7.4
e3fb9ed7-6ae4-4bc8-a88f-31e1d3e0699f,Heather Davis,Mathematics,2021-03-15,0.93,63.91,54.18,True,Summer,3.4,2.7
5cf95f29-ceea-462a-b2a9-505db2d509ba,Katie Miller,Engineering,2019-11-05,0.51,62.33,86.69,False,Spring,1.4,5.3
45d79c24-9ee2-4185-b3a5-0f09486ebb44,Gregory Parrish,Engineering,2022-11-26,0.66,96.38,63.33,False,Summer,4.3,2.5
f224bb48-31ad-4aef-b128-5db568cf697a,Mason Wilson,Business Administration,2022-08-29,0.63,87.21,72.2,True,Fall,1.9,5.6
f76df4f7-daf2-458b-9e25-7902595aee7f,Dr. Jose Jones,Literature,2020-10-12,0.79,88.29,95.68,True,Summer,2.6,9.6
8ceee6c6-c6e8-4c54-b166-ddaf72325f7b,Timothy Nichols,Art,2019-11-02,0.9,70.72,50.04,False,Fall,2.8,4.8
19aa3bfa-2be8-426f-8211-23baf208800c,Francis Sanchez,Business Administration,2023-03-25,0.81,78.3,71.9,False,Spring,2.4,3.4
6df884a2-83aa-4f8b-824d-27d4d881348b,Kerri Daniels,Literature,2022-07-13,0.78,87.04,82.54,False,Summer,1.7,4.9
6f1f87ba-ebf9-4f17-ac0d-a17410cdbaa7,Kathryn Cruz,Business Administration,2020-07-23,0.74,82.41,87.65,False,Fall,2.3,5.4
fbe54f75-e560-4ab3-8f93-78749701fedc,Bradley Bailey,Computer Science,2021-01-31,0.72,91.37,99.65,False,Fall,4.8,3.8
525c029d-3efb-4fe7-bee6-3113f0cc9390,Veronica Hawkins,Computer Science,2022-05-30,0.93,88.8,68.96,False,Spring,4.9,9.0
bca667a0-0f42-4ab8-b550-f62ce56bb6bb,Arthur Tran,Business Administration,2019-11-02,0.82,91.86,50.43,False,Fall,2.1,2.9
15e02d58-5322-400e-bab2-b8e176afd056,Alexis Hamilton,Computer Science,2020-11-15,0.88,85.91,79.47,True,Fall,4.4,7.0
aa538a67-cd81-42e6-87ce-6f815e5742b6,Lisa Daniels,Literature,2022-08-03,0.5,76.45,94.74,False,Summer,1.1,4.8
9b6ba7ee-672d-4325-9d64-ef6e3c0d8708,Chad Cooper,Mathematics,2020-01-21,0.69,82.63,55.85,False,Fall,1.1,1.6
99e7d41e-169f-4208-b96c-b0fc77ffa604,Sherri Cooper,Art,2020-01-10,0.97,99.04,84.66,True,Fall,1.3,6.5
385c20ea-2e8b-4fb5-957a-2074b3f5a261,William Miller,Engineering,2022-08-17,0.8,63.22,89.35,True,Summer,1.8,4.7
ce677de5-8a7d-418c-b891-cbb9b7109bb5,Gregory Harrison,Business Administration,2019-12-07,0.99,84.3,69.8,True,Spring,1.9,1.7
92dc5cf7-420e-433c-bd01-fca56438f68b,Albert Duncan,Art,2021-09-24,0.85,89.55,94.26,False,Fall,1.2,6.3
32589644-e96f-45b9-8ade-8f1e5c4952b7,Alexis Ramirez,Physics,2022-02-17,0.57,73.17,67.47,False,Fall,1.2,9.4
1288b67a-710b-4ea7-b191-7ea9ded7f689,Emily Williams,Computer Science,2020-07-31,0.89,62.61,93.01,True,Spring,3.1,3.5
1dc95c3d-092e-4341-b744-1b3d1d2bff30,Kevin Brooks,Art,2023-05-07,0.59,67.2,71.13,True,Fall,4.5,5.0
0bc70386-b8c0-47b2-8874-afcd16b40923,Dominic Holmes,Art,2022-02-08,0.79,59.69,51.59,False,Fall,1.2,4.7
2cbe242f-bc4c-4dcf-88c3-b944530b4bf8,Zachary Barr,Literature,2021-11-24,0.51,71.79,59.57,True,Fall,3.3,6.6
aa92a3c1-3a0a-4aac-a413-31c90dee2b7d,Brenda Yates,Business Administration,2020-04-30,0.97,80.23,76.8,False,Spring,1.7,8.9
0b52b5e7-0397-48c2-8a82-d5fa30c863a3,Justin Gardner,Art,2020-08-13,0.83,79.01,95.89,True,Summer,4.6,7.0
43053a78-8b94-45f8-805c-4408a049788f,Samuel Davenport,Computer Science,2021-07-06,0.95,78.92,77.2,True,Fall,3.6,8.4
2e02bd29-d8fc-41f5-b727-54d6da5ac8c2,Shari Potts,Art,2023-03-03,0.91,95.77,74.47,False,Summer,4.1,4.1
78d2ec61-4380-408f-bec6-70ebce4a2d3a,Tami Carter,Mathematics,2022-10-09,0.74,68.25,78.12,False,Summer,2.5,5.0
9bf11bf2-462d-4d95-8b7c-58f35d595c61,Miss Rebecca Shepherd DVM,Engineering,2022-04-29,0.95,62.57,83.1,False,Fall,1.2,3.9
a4b63bb5-cf7a-401c-a770-4cdf46846ea0,Mr. James Fuller,Mathematics,2021-11-06,0.9,89.3,55.47,True,Fall,4.9,8.0
95f0b8c6-fe83-44a1-b95e-b46248fbb8ae,Ashley Gibson,Computer Science,2023-11-22,0.71,77.41,79.5,True,Summer,3.5,5.4
f36276c1-dc5f-406f-9e4b-dd822c2c5070,Kenneth Roberts,Literature,2019-11-26,0.52,82.69,63.51,False,Fall,1.8,1.4
ae492675-e6e3-463a-bdb0-6e379654e1de,Julie Kim,Physics,2020-09-08,0.76,77.12,51.62,False,Fall,1.0,9.2
194020f2-b579-4618-b31e-06d98834eba0,Christine Williams,Computer Science,2023-09-15,0.86,93.11,60.98,False,Summer,2.2,3.0
69e5234a-e907-46ba-9f12-df6aa82098b7,William Ford,Computer Science,2022-08-18,0.7,69.51,65.83,True,Summer,1.1,5.2
b9490d1f-50e2-4df9-9940-e9d7dde28faa,Elizabeth Jackson,Computer Science,2022-06-19,0.65,62.28,67.36,False,Fall,2.4,5.0
df5b6968-08f1-489c-82b1-0afc3af5aab4,Erik Lam,Art,2022-09-03,0.57,83.0,78.35,True,Spring,3.7,5.8
d1fef074-f2ab-49cb-a14b-0da9796ce112,Tracy Adkins,Business Administration,2019-09-21,0.74,82.31,74.89,False,Fall,1.1,3.2
f8e195eb-8270-4100-960b-cdd4b523546a,Kevin Glenn,Physics,2022-04-20,0.6,77.22,92.55,True,Summer,2.0,9.7
6d26ecb0-c418-4cff-aa8c-56ba2d2a27ef,Stephen Austin,Mathematics,2020-11-05,0.91,61.42,72.87,True,Fall,2.5,7.3
53a89bca-3a9e-4a6a-8aa6-86545b33e7a2,Ronald Allen,Mathematics,2020-12-20,0.78,57.4,98.39,False,Fall,4.5,9.3
95c0d4c6-8195-4d75-b12f-c5ed0d62939f,Tamara Young,Physics,2021-01-04,0.88,71.94,89.22,True,Spring,1.2,8.7
152bbe47-db76-4558-b23a-c12aad4530bf,Daniel Davis,Literature,2024-02-29,0.77,97.67,53.51,False,Summer,4.2,8.3
9987be4f-bb00-4c9f-a7a3-74246ee7257d,Nicole Gregory,Physics,2023-12-24,0.91,81.78,74.09,True,Fall,4.9,6.9
5a828084-6543-4adc-95d1-837325126296,Mrs. Kristen Adams,Engineering,2022-03-25,0.96,61.96,98.93,False,Summer,1.3,5.2
0b7ce5bb-b40d-41f3-b566-505fd4892326,Marie Crawford,Mathematics,2022-12-26,0.87,97.01,84.5,True,Fall,1.9,8.1
9f6f53f4-e1b2-45dc-8902-72a3183f0291,James Delgado,Engineering,2023-06-30,0.74,64.11,98.41,False,Summer,3.9,8.2
96711894-c651-42a6-a55d-3b1c3b189abd,Curtis Austin,Art,2023-04-30,0.68,78.81,55.52,True,Fall,4.1,5.4
b40ca669-179a-47db-a482-bc867953da0e,Linda Hobbs,Computer Science,2022-06-14,0.8,99.53,93.97,True,Spring,4.1,5.1
0ab59f3b-4206-4732-9995-4b4ea1c24d42,Donna Stanley,Physics,2019-10-24,0.58,95.34,96.22,False,Summer,2.6,7.6
1536e471-60b4-40ca-9896-69e5ff20b69e,Amy Valenzuela,Business Administration,2022-06-25,0.68,86.82,54.38,True,Summer,2.2,6.5
ee8fa17a-2bf1-4de7-9de1-54e33b9f86fd,Tina Villanueva,Business Administration,2020-03-23,0.5,85.68,95.13,True,Summer,1.3,3.3
351bda02-f25e-4630-9b30-1b29b154fbba,Tracey Anderson,Engineering,2021-06-28,0.56,71.0,98.4,False,Spring,4.9,9.4
7962ee46-83df-498d-acaa-3095049e017c,Michael Taylor,Mathematics,2021-02-14,0.67,61.14,87.78,False,Spring,3.5,9.8
15fed9e3-13cd-4b51-87b8-c3d0c03b4221,Mandy Wallace,Engineering,2019-11-27,0.77,84.42,90.95,True,Spring,1.7,4.9
6fb46c99-34c5-4404-9530-36c039ae9638,George Rice,Business Administration,2021-01-13,0.88,78.96,84.88,False,Fall,1.9,7.9
a1236aac-4bbf-447e-b34c-f273abc4d92d,James Summers,Computer Science,2019-09-24,0.74,59.21,89.71,True,Fall,4.1,5.2
ded8777e-b0dd-41e2-9fbc-4437b3fda943,Nancy Johnson,Mathematics,2024-01-31,0.55,57.48,98.36,True,Summer,1.8,4.6
41128551-2e44-4b43-920b-9f0d781dfa24,Rachel Wong,Mathematics,2023-01-18,0.68,96.73,80.65,True,Spring,2.9,4.1
8a768b94-2b6b-4472-bd08-986ce772a9d9,Karla Diaz,Mathematics,2021-11-09,0.86,63.09,66.25,False,Fall,4.3,2.0
749b219f-f7a4-44e6-a3f2-1d38bd70b7b4,Mr. Paul Wilson,Physics,2024-01-28,0.89,84.67,90.62,True,Fall,4.8,5.5
e9ebd4cb-1ae7-4636-8522-479f05f17f86,Emily Lewis,Engineering,2020-03-17,0.7,69.05,78.77,False,Spring,1.3,9.7
fe67b911-e443-4f36-be85-f82391dd669d,Kristine Burke,Literature,2021-03-27,0.84,81.8,86.91,False,Spring,2.4,1.6
8cf7e40f-9e2b-4a54-97b2-b7c7db1dfb3a,Jo Gray,Business Administration,2022-02-27,0.95,95.15,82.42,True,Summer,2.4,4.1
1371cc9f-bc03-401a-8393-58475a7e3fa4,Adam Riley,Business Administration,2021-07-31,0.83,53.23,53.47,True,Spring,1.7,5.6
cacfdc82-3b6c-4759-97c7-dcaf7a223d3f,Bryce Hernandez Jr.,Business Administration,2023-02-28,0.91,96.73,86.65,False,Fall,2.5,3.7
8b4a5fd7-0738-41f6-bb8d-bfde8aaff7e5,Kristen Webb,Physics,2021-07-24,0.97,50.42,83.18,True,Summer,1.7,7.7
d9e25308-1a37-42ae-b5f9-5d5d093f549f,Jeffrey Smith,Computer Science,2020-07-19,0.85,68.79,79.5,True,Summer,4.4,3.4
36fd2848-0058-4682-9877-0c9245fd62ec,Brian Baker,Physics,2021-11-15,0.8,87.55,72.77,True,Summer,4.3,7.0
a21e996a-cf43-41bc-b190-c8fbaec92299,Alex Beck,Mathematics,2023-01-19,0.96,62.97,74.61,True,Fall,1.3,3.7
f18ddcc8-a26e-4d34-9cf5-8cd682e9cfa5,Mark Krueger,Art,2021-07-24,1.0,97.16,62.22,False,Fall,2.2,1.4
cd452b6f-6059-472b-8edb-487977f2bfa5,Molly Diaz,Engineering,2024-03-04,0.84,57.35,60.83,False,Spring,4.7,1.9
313ee73b-6160-44d0-a7ab-1c4757d64094,Jennifer Collier,Business Administration,2024-03-25,0.83,84.32,50.1,True,Spring,4.7,2.8
e2726161-cc58-4331-ae8c-2f9e79a57ab8,Diane Reed,Art,2023-07-12,0.77,94.51,62.65,True,Summer,4.0,8.9
2869f155-c439-437b-a1a8-75936f4d3b3e,Allison Walker,Business Administration,2023-10-09,0.63,97.66,73.51,True,Summer,2.1,3.0
a312dda5-dfb9-4a5f-8358-cbc35f815fe7,Patricia Dorsey,Literature,2021-09-08,0.96,54.32,54.55,False,Spring,2.5,8.0
e10f5535-2a30-491a-acdc-7eb315ed226e,Todd Watson,Computer Science,2024-04-11,0.5,61.81,67.64,True,Spring,1.3,5.1
e991dc3a-5ce8-4964-915b-376afc3f8da7,Christopher Ramirez,Engineering,2023-10-17,0.93,60.39,67.01,False,Fall,3.8,7.8
214bb51d-cf7e-4ddc-b56c-fb6a413adad7,Eric Walker,Art,2020-07-04,0.57,76.46,78.85,False,Fall,2.2,9.8
bb6ef038-734d-4572-b8c4-8c2c850b896e,Justin Smith,Engineering,2021-11-13,0.86,86.7,77.59,True,Fall,4.7,9.3
0ef41aca-479f-406a-af5e-cc67c9d8317e,Kathleen Ward,Computer Science,2020-03-06,0.81,60.1,76.36,True,Spring,3.5,6.6
2af32f5c-38d2-4a29-a58c-d57ec24f21fe,Eric Obrien,Literature,2020-01-08,0.78,54.78,68.38,True,Spring,2.9,8.7
8c63f312-cbaf-46c3-9aed-a4885ee0a2a2,Carla Lindsey,Art,2019-09-04,0.64,67.48,89.92,True,Fall,2.7,3.0
e9eaf49f-7612-4324-90d1-5bb388c0e9de,Allison Sandoval,Physics,2021-06-26,0.66,58.68,57.41,True,Summer,4.5,3.3
d912a848-18b7-4a47-b904-4507d8e84a7b,Benjamin Frederick,Art,2024-05-07,0.76,62.42,79.53,False,Fall,2.9,8.4
dd54aaf6-bfaa-408a-af02-36fa843e1d55,Raymond Johnson,Physics,2024-01-06,0.56,99.66,87.86,True,Spring,3.8,2.7
a024e9b7-43aa-4c4a-9e16-1cabd346900d,Gregory Grant,Literature,2023-09-07,0.83,99.88,58.46,True,Summer,3.6,7.2
2bab554d-0137-4c31-9c22-8d6d59c6bc73,Noah Berry,Engineering,2022-02-15,0.68,75.2,76.26,False,Summer,2.8,7.0
03013f85-48c6-426c-b4fa-eb0814a72be3,Shelby Johnson,Art,2020-09-20,0.79,68.96,70.93,True,Spring,4.1,8.4
ce73c415-e5df-4ffa-8740-4c953025a584,Frank Peterson,Engineering,2023-09-17,0.9,59.47,64.06,False,Spring,1.4,4.5
fae2b784-0c92-4f99-8608-2d2d7db0b0f0,Arthur Robertson,Mathematics,2023-04-15,0.98,53.1,70.23,False,Spring,3.6,3.6
2b8cdc3c-77e0-4a79-bb44-efe7bf24f6b2,Lauren Hutchinson,Mathematics,2022-05-14,0.65,78.76,89.74,True,Fall,3.8,9.7
18db3f1a-9307-46e9-a97e-a1180b0cad11,Timothy Foster,Art,2023-02-12,0.83,51.59,84.94,True,Summer,2.9,7.2
9c2526f2-38cd-4053-980a-65dddcd67240,Katie Pierce,Computer Science,2023-09-18,0.6,87.42,90.64,True,Summer,3.7,9.0
c176d686-96d3-4969-b64b-46a49dcc4828,Dr. Antonio Jensen Jr.,Computer Science,2023-01-29,0.59,73.7,79.21,True,Spring,4.0,9.5
a85ec2b7-b4e4-481b-ab2d-d6ef8048f80d,Richard Mora,Literature,2024-04-26,0.77,60.84,84.09,True,Summer,4.6,7.9
2c814cba-1f40-4472-9296-43523b8d9dcb,Joshua Jacobs MD,Computer Science,2022-12-14,0.66,70.38,80.99,False,Spring,4.5,6.7
01a3ef82-a912-4ac4-9ae7-95b52ca29703,Heather Miller,Business Administration,2020-12-06,0.95,84.54,71.92,False,Summer,2.3,8.6
b73ecc4f-49f3-4b8a-b8ab-ec9e8daecc0b,Monica Adams,Computer Science,2019-08-16,0.66,68.65,67.29,True,Summer,1.9,9.3
cb069f2b-3dcb-428e-9012-44d6c3d4814a,Alex Smith,Literature,2021-07-05,0.53,88.16,94.64,True,Fall,3.4,6.5
98da0ca8-d92d-49e9-b521-88b82a9ef039,Robert Smith,Business Administration,2021-07-28,0.94,89.55,93.93,False,Summer,2.9,8.0
1d316bde-3fd8-4dcc-9c4e-0da132aa7b60,Christopher Stewart,Literature,2023-07-25,0.9,77.84,75.64,True,Summer,3.6,8.4
8885ddda-15d6-40fe-9398-81aa211dda22,Martha Tran,Engineering,2020-03-30,0.7,50.39,64.11,True,Spring,2.1,3.3
ca668721-a2f9-4c7e-8704-fd477094b122,Nicholas Owens,Engineering,2019-12-11,0.75,79.49,88.34,False,Fall,4.3,6.9
fb42762e-dc18-421e-8726-bac955df6fce,Jeremiah Gibson,Literature,2021-04-06,0.85,79.78,66.52,True,Spring,4.5,8.3
855347b4-2a37-4235-86df-eefee0fa4803,Alicia Lindsey DVM,Physics,2019-10-14,0.7,96.28,92.7,True,Spring,4.6,5.5
69fa67d4-832a-4746-ad1a-86d2008bb06b,Eric Campbell,Engineering,2020-10-09,0.86,55.82,54.75,False,Fall,4.2,7.7
53d2ee6b-a77a-4b18-a72d-7087bb412289,Ricardo Davis,Engineering,2024-04-10,0.96,69.15,96.63,True,Summer,2.1,2.7
13c0d4cd-f599-418f-8f94-aec25b969bda,Rachel Bridges,Literature,2022-03-04,0.67,69.02,51.57,True,Summer,2.8,4.4
ad888e48-6935-4ccd-bc68-1902f6833aab,Angela Mendoza,Engineering,2022-04-02,0.78,77.79,66.62,False,Spring,4.4,8.0
309f6a0b-e20d-4aad-aaca-211ccb3ead95,Cathy Cobb,Physics,2023-01-16,0.55,86.82,75.83,True,Spring,4.2,2.8
82e33d32-2da5-4cc8-9ea1-6dce415dc0db,Austin Massey,Mathematics,2019-10-01,0.74,61.71,59.1,False,Spring,3.1,4.1
81675359-b390-4008-9dd9-6f494a239425,Jacob Nicholson,Mathematics,2023-04-15,0.79,62.52,87.69,False,Summer,3.2,2.5
4f052fad-37f8-4964-98c0-16b41c2e936e,Robert Simon,Computer Science,2022-10-05,0.98,84.74,91.05,False,Fall,3.0,3.0
17e9ef86-4f94-4c6e-8ca3-058502a01f61,Savannah Garcia,Physics,2023-06-14,0.67,65.22,82.98,True,Fall,4.4,5.1
910469ed-7922-4be8-a687-b6f94d6dec41,Jordan Garrett,Physics,2021-07-12,0.67,97.45,73.3,False,Fall,3.0,5.6
9488f27d-c427-461c-8fa5-feacfb1efe4e,Joseph Wall,Art,2023-09-19,0.57,73.36,95.1,False,Spring,2.4,3.7
2778acfe-f8e0-4c37-90bd-e4a3bcc6424f,Andrew Raymond,Mathematics,2021-01-20,0.7,51.35,89.58,True,Summer,1.9,2.9
70a95cd7-f20e-46bb-9791-715708932f01,Bianca Roberts,Literature,2020-07-26,0.78,94.06,95.87,False,Fall,3.6,9.8
27dc6f73-6f5a-4da8-a87a-5c635f26de52,Willie Gordon,Engineering,2023-03-03,0.86,73.99,69.06,True,Fall,1.3,7.9
766a744e-cd71-490d-9fa7-03261d3e8852,Frank Drake,Art,2021-06-10,0.63,92.93,50.55,False,Summer,3.1,5.2
80f9cbe9-4abf-45a7-a970-4505bcac6893,Sonia White,Physics,2024-01-03,0.79,88.19,72.58,True,Summer,1.6,4.7
87d24016-5a2b-469d-b040-83406334a49a,Kelsey Jones,Business Administration,2024-03-06,0.58,66.83,89.08,True,Summer,1.9,4.7
759885b7-6243-4c40-84a3-4ff3bffa0890,Tiffany Black,Mathematics,2022-04-29,0.68,59.79,53.42,False,Summer,2.6,5.2
ab22653f-f9b3-4dd6-bcee-242a12ef0122,Alexander Morgan,Physics,2020-01-25,0.51,82.36,93.78,False,Spring,4.8,5.2
0b2f9d95-6e08-446e-a4ff-ce3f0234b21c,Mrs. Lisa Horne,Mathematics,2020-03-14,0.75,94.15,68.39,False,Fall,2.2,4.4
791082aa-6b87-4b7b-971b-7420138439d1,Ann Butler,Art,2023-11-16,0.62,77.28,81.09,True,Fall,3.9,5.9
ef602dcd-b801-496b-b565-7410e126f3d1,Robert Yates,Business Administration,2022-04-03,0.59,87.29,91.94,False,Fall,4.9,7.8
7d3873c2-7a9f-4873-ae79-16a5c7366a1b,Arthur Rich,Literature,2022-12-16,0.56,97.06,99.88,True,Summer,3.8,7.4
67336072-6d0a-4a97-91b7-8d76c945432b,Sara Harris,Business Administration,2023-12-24,0.76,65.81,98.68,False,Fall,3.3,2.9
4b5ab067-c41c-40bd-a1ab-ba1e0e213719,Angelica Hernandez,Engineering,2021-03-12,0.82,70.64,89.38,False,Fall,2.7,1.2
bddc16a1-d138-4d7d-8377-1a5fd928980e,Laura Miller,Physics,2020-06-16,0.78,65.45,67.86,True,Fall,1.7,3.3
cfe0decc-8be4-4db6-b318-f70e26e320f8,Kyle Hubbard,Business Administration,2023-12-25,0.65,60.45,78.4,False,Summer,4.3,7.8
